"category","rating","lat","name","phone","city_id","photos","avgprice","office_hours","shop_id","address","city_name","lng","category_id"
"按摩","4.0","13.728587","Asia Herb Association按摩店","0066851140123","1","null","245","AsiaHerbAssociation","1012","50/6，SukhumvitRd.，Soi24，Klongton，Klongtoey","曼谷","100.568878","1"
"按摩","3.5","13.7209793907317","The PrinCe Men's Spa","Telephone","1","null","null","王子男士SPA","1013","253,4号SuanpluSoi6,SathornRd.,Bangkok.10120号(近IResidenceHotelSathorn)","曼谷","100.540008544922","1"
"按摩","3.5","13.759003","Siam Oriental Inn & Massage Beauty Salon","+66-2-6290312","1","null","null","尚无营业时间","1014","190-192KhaosanRoad,PhraNakhon","曼谷","100.497306","1"
"按摩","4.5","13.740927","Health Land Spa & Massage(Srinakarin)","+66-2-2611110","1","null","236","9:00-24:00","1015","55/5Sukhumvit21Rd.,Khlongtoeinuea,Wattana,Bangkok","曼谷","100.560915","1"
"按摩","4.5","13.721006","Health Land Spa & Massage(Srinakarin)","+66-2-637-8883","1","null","256","周一至周日：9:00-23:00","1016","120NorthSathornRd,Silom,Bangrak,Bangkok","曼谷","100.526459","1"
"按摩","4.5","13.742279","Let's Relax","+66-2-6626935","1","null","276","Let'sRelax","1017","SukhumvitSoi39,NorthKlongton,Wattana","曼谷","100.572648","1"
"按摩","4.0","13.737766","Let's Relax","+66-2-1080555","1","null","157","Let'sRelax","1018","6thFloorHollywoodTerminal21Shoppingmall2,88SukhumvitSoi19SukhumvitRoadNorthKlongtoei,Wattana","曼谷","100.560669","1"
"按摩","4.5","13.745299","Hello Kitty餐厅及按摩馆","+66-2-26369000","1","null","null","SanrioHelloKittyHouse","1019","37/6พระรามที่1,PathumWan,SiamSquareOne,groundfloor,SiamSquare,Bangkok","曼谷","100.533951","1"
"按摩","4.0","13.74732609","Montra Health & Spa","02-252-5562","1","null","null","10:30-21:30","1020","曼谷帕图万地区仑披尼地区Ratchadamri路中央世界广场B区","曼谷","100.5399257","1"
"按摩","4.0","13.72643430852867","Health Land Spa & Massage (Srinakarin)","Telephone","1","null","null","尚无营业时间","1021","70/21Moo2,SirnakarinRd.Nongbon,Phawat,Bangkok","曼谷","100.52493498468635","1"
"按摩","4.0","13.741527","Diora静","+66-2-6521112","1","null","250","DioraLangsuan","1022","เข้าซอยหลังสวนตรงไป100เมตรอยู่ด้านขวาติดกับเซเว่น/36SoiLangsuan,Lumpini,Chidlom,Bangkok10330","曼谷","100.543358","1"
"按摩","4.0","13.731677564042137","Let’s Relax","Telephone","1","null","null","尚无营业时间","1023","KhwaengMahaPhruttharamThanonRamaIV","曼谷","100.52789046665703","1"
"按摩","4.5","13.760963831543421","Bua Sabai","+66-2-6449711","1","null","null","9:00-23:00","1024","3/1RangnamRoad,Phayathai,Ratchathewi,Bangkok","曼谷","100.5379173477439","1"
"按摩","4.5","13.740683","The Oasis Spa","66 (0) 2262 2122","1","null","null","尚无营业时间","1025","64Sukhumvit31Road,SoiSawasdee,Wattana,Bangkok","曼谷","100.568298","1"
"按摩","3.5","13.751516","Reborn Spa and Massage","+66-2-6135533","1","null","null","尚无营业时间","1026","2/4PetchburiSoi15,PetchburiRd,,PetchburiRd,Nextto,6Soi15,PetchburiRd","曼谷","100.536854","1"
"按摩","4.0","13.728587","Asia Herb Association按摩店","0066851140123","1","null","245","AsiaHerbAssociation","1027","50/6，SukhumvitRd.，Soi24，Klongton，Klongtoey","曼谷","100.568878","1"
"按摩","3.5","13.7209793907317","The PrinCe Men's Spa","Telephone","1","null","null","王子男士SPA","1028","253,4号SuanpluSoi6,SathornRd.,Bangkok.10120号(近IResidenceHotelSathorn)","曼谷","100.540008544922","1"
"按摩","3.5","13.759003","Siam Oriental Inn & Massage Beauty Salon","+66-2-6290312","1","null","null","尚无营业时间","1029","190-192KhaosanRoad,PhraNakhon","曼谷","100.497306","1"
"按摩","4.0","13.73679","Lavana 禅 Bangkok","+66-2-229451012","1","null","185","09:00-次日00:00，最后预约时间23:00","1030","4SoiSukhumvit12(轻轨nana站)","曼谷","100.55795","1"
"按摩","3.5","13.745096","泰式按摩","Telephone","1","null","null","ThaiMassage","1031","Soi3,SiamSq,ThPhraRam1","曼谷","100.532745","1"
"按摩","4.5","13.719935","汤の森温泉","+66-2-259-5778","1","null","null","YunomoriOnsenandSpa","1032","A-Square120/5SoiSukhumvit26Klongton,Klongtoney,Bangkok(就叫A广场哈，不是一个广场！)","曼谷","100.566734","1"
"按摩","3.5","13.74529","Center Point Massage","+66-2-26584598","1","null","193","CenterPointMassage","1033","SiamSquare3AlleyPathumWanBangkok泰国","曼谷","100.533007","1"
"按摩","3.5","13.726861574191426","Bodytune（Silom店）","Telephone","1","null","null","尚无营业时间","1034","56YadaBldg.,2/F,SilomRoad","曼谷","100.53479660897742","1"
"按摩","4.0","13.725787","Onsen sky spa  风吕温泉","+6622336666","1","null","null","风吕温泉","1035","491/43-44SilomPlaza,SilomRoad,Bangrak,Bangkok10500","曼谷","100.527788","1"
"按摩","3.5","13.740214","五月按摩店","+66-2-2580760","1","null","null","MayMassage","1036","139/1Sukhumvit21(Asok),","曼谷","100.561356","1"
"按摩","3.5","13.745465","Ba-Ya Health and Spa","+66-2-2523014","1","null","null","10:00-22:00","1037","23Sukhumvit87Rd.,SoiSiSiri.,Bangjak,Prakanong","曼谷","100.534339","1"
"按摩","3.5","13.750125","Kannikar Beauty Massage","Telephone","1","null","null","尚无营业时间","1038","CentralWorldMall(3rdFloor),พระนคร,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.539488","1"
"按摩","3.5","13.74489912","Foot Master","02-684-1506","1","null","null","10am-11pm","1039","曼谷帕度万地区仑披尼地区隆齐路阿玛林酒店广场496-502号3rdFl","曼谷","100.5403059","1"
"按摩","3.5","13.726676368565743","Center Point Massage & Spa（Silom店）","+66-2-26340342","1","null","285","10:00-1:00","1040","128/4-5SilomSoi6,Silom,BTSSalaDaengStationExit1","曼谷","100.53146456943003","1"
"按摩","4.5","13.747","泰国卧佛寺传统按摩学校","( 66) 2 221-2974","1","null","82","尚无营业时间","1041","2SanamchaiRoad|WatPo,Tatian,Bangkok10200,Thailand","曼谷","100.494003","1"
"按摩","3.5","13.74445","Lek Foot Massage","+66-2-6583930","1","null","null","8:00-24:00","1042","412/3SiamSquareSoi6,OppositeofNovotelParkingEntrance,RamaIRd.,Patumwan,Bangkok","曼谷","100.535179","1"
"按摩","4.0","13.73624035","Divana Massage and Spa","+66-2-661 6784","1","null","null","周一至周五:11:00-23:00开放；周六和周日：10:00-23:00开放","1043","Sukhumvit路25巷7号","曼谷","100.5636979","1"
"按摩","3.5","13.744054","i.sawanResidential Spa & Club","02 254 1234","1","null","null","尚无营业时间","1044","曼谷Rajdamri路494号","曼谷","100.540437","1"
"按摩","3.5","13.74235","Bangkok Massage Girl Service","+66-2-877102880","1","null","null","尚无营业时间","1045","Ploenchit","曼谷","100.549261","1"
"按摩","3.5","13.73350186","Body Tune","+66-2-26627778","1","null","null","10am-12mn","1046","曼谷Klongton地区素坤逸39巷182-3号","曼谷","100.5694748","1"
"按摩","3.5","13.72814","Sala Daeng按摩街","Telephone","1","null","null","尚无营业时间","1047","曼谷","曼谷","100.535931","1"
"按摩","4.0","13.740446","Chao 9 Massage","+66-2-2517766","1","null","null","09:00-24:00","1048","49,23号Langsuanroad,Lumpini,Pathumwan","曼谷","100.543602","1"
"按摩","3.5","13.719473","CHI, The Spa at Shangri-La Hotel","+66-2-2367777","1","null","null","尚无营业时间","1049","曼谷曼谷之翼大厦班格拉区新路WatSuanPhlu巷89号","曼谷","100.513583","1"
"按摩","3.5","13.744504","chang Foot Massage","+66-2-6546339","1","null","null","尚无营业时间","1050","SiamSquareSoi6nearNovotelHotel","曼谷","100.532636","1"
"按摩","3.5","13.722876","Erawan Spa","+66-2-6761677","1","null","null","尚无营业时间","1051","1076SoiSaunplu(SoiSathorn3),SathorntaiRoad,TungmahamejSathorn","曼谷","100.537133","1"
"按摩","3.5","13.752222","Divana Virtue Spa","+66-2-22366789","1","null","null","10am--11pm","1052","10SriviengSilomBangkok","曼谷","100.493888","1"
"按摩","3.5","13.75951301","ruamm urban spa retreat","+66-2-2802292","1","null","null","ruammurbansparetreat","1053","216KhaosanRd..Taladyord.Phranakron.Bangkok10200.Thailand","曼谷","100.4976758","1"
"按摩","3.0","13.78169","V-Club","Telephone","1","null","null","每天14:00-24:00","1054","PhayaThaiSamsenNaiAriSamphan4Alley","曼谷","100.54125","1"
"按摩","3.5","13.759428","皮安按摩","+66-2-6290924","1","null","null","Pian'sMassage","1055","108/15-16ThKhaoSan","曼谷","100.496429","1"
"按摩","3.5","13.744321116438249","Hot Stone Spa","Telephone","1","null","null","尚无营业时间","1056","พระนคร,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.55666649475415","1"
"按摩","3.5","13.789248","Pretty Relax Spa Massage","087 516 0922","1","null","null","尚无营业时间","1057","曼谷恰图恰LadpraoChomPhon地区64号","曼谷","100.58184","1"
"按摩","3.5","13.750186","Clinic Thongnoppakhun","+66 81 452 0220","1","null","null","尚无营业时间","1058","3rdFloor,SiamDiscoveryMall,พระนคร,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.530826","1"
"按摩","3.5","13.718097","Babylon Sauna","02 679 7984","1","null","null","10:30-22:30","1059","曼谷南沙吞街1巷Nandha巷34号","曼谷","100.619936","1"
"按摩","3.5","13.715641","Banyan Tree SPA","02 679 1052","1","null","null","9am-10pm","1060","曼谷南沙吞街ThaiWahTowerII21/100号","曼谷","100.527332","1"
"按摩","3.5","13.74137079","Spa 1930","Telephone","1","null","null","尚无营业时间","1061","PhloenChit,PathumWan,ปทุมวันBangkok10330泰国","曼谷","100.5448547","1"
"按摩","3.5","13.77265","Health Land Spa & Massage(Pinklao)","+66-2-882-4888","1","null","null","周一至周日9:00-23:00","1062","142/6CharansanitwongRd.ArunAmarin,BangkokNoiBangkok10700","曼谷","100.477592","1"
"按摩","3.5","13.7138","Sathorn Spa","Telephone","1","null","null","尚无营业时间","1063","Sathornrd.,พระนคร,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.53098","1"
"按摩","3.5","13.748764","7th Sense Eastern Medi Spa","+66-2-2537791","1","null","null","尚无营业时间","1064","39/10-11Rajdamri1,RajdamriRoad,Lumpini,Patumwan","曼谷","100.541424","1"
"按摩","3.5","13.7269931885516","泰式按摩有马温泉","Telephone","1","null","null","0900AM～0100AM","1065","7,10-14号SoiSuriwongsePlaza,SuriwongseRoad","曼谷","100.524301528931","1"
"按摩","3.5","13.739192224141256","Holmes Spa, All Seasons Place","Telephone","1","null","null","尚无营业时间","1066","พระนคร,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.54746871661932","1"
"按摩","3.0","13.70710631","THANN香薰理疗馆","Telephone","1","null","null","尚无营业时间","1067","257,ถ.เจริญนคร,แขวงบุคคโลเขตธนบุรีกทม,1060010600泰国","曼谷","100.4842254","1"
"按摩","3.5","13.77756676","Tara Spa Huaykwang","+66-2-2752661","1","null","null","TaraSpa&Massage","1068","Soi14PracharatBamphen,HuayKhwang,Bangkok(地下鐵HuayKhwang站2号出口,步行約七分鐘)","曼谷","100.5792684","1"
"按摩","3.5","13.737079","Urban Retreat","Telephone","1","null","null","尚无营业时间","1069","BTSAsokeStation,Bangkok10110,Thailand","曼谷","100.560333","1"
"按摩","3.5","13.9003249","Body Tune Ari店","Telephone","1","null","null","尚无营业时间","1070","LaVilla3rdfloorNexttoBTSAriStation","曼谷","100.5792162","1"
"按摩","3.5","13.73056","Oasis Spa Bangkok Sukhumvit 51","+66-2-2622124","1","null","null","尚无营业时间","1071","88Sukhumvit51RoadWattanaBangkok10110泰国","曼谷","100.57623","1"
"按摩","3.0","13.744481","Aisawann traditional Thai massage and spa","+66-2-6551533","1","null","null","尚无营业时间","1072","ถนนเพลินจิต,Lumphini,PathumWan","曼谷","100.542948","1"
"按摩","3.5","13.725874","Bangrakspa","Telephone","1","null","null","尚无营业时间","1073","พระนคร,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.515454","1"
"按摩","3.5","13.73024661096422","Yen Sbai","Telephone","1","null","null","尚无营业时间","1074","172SukhumvitSoi16(KhlongToey),พระนคร,กรุงเทพมหานคร10110,ประเทศไทย","曼谷","100.56120528331311","1"
"按摩","3.5","13.74149028897965","Nice @ Spa","Telephone","1","null","null","尚无营业时间","1075","TheNine(EastVillage,3rdFl.),สวนหลวง,กรุงเทพมหานคร10250,ประเทศไทย","曼谷","100.62516868114471","1"
"按摩","3.5","0.0","PAI SPA","+66-2-6295155","1","null","null","尚无营业时间","1076","考山路","曼谷","0.0","1"
"按摩","3.0","13.7488887","Green Massage","Telephone","1","null","93","尚无营业时间","1077","曼谷Surawong119号","曼谷","100.5619169","1"
"按摩","3.5","13.740847","So Thai Spa Bangkok","+66-2-6622691","1","null","null","尚无营业时间","1078","269SukhumvitSoi31,Bangkok","曼谷","100.567407","1"
"按摩","3.5","13.726159","Dahra Beauty & Spa","+66-2-2354811","1","null","null","尚无营业时间","1079","Silom154/8-9,Bangkok10500,Thailand","曼谷","100.526983","1"
"按摩","3.5","13.745388","Lavana禅","+66-2-229451012","1","null","null","Lavana","1080","4SoiSukhumvit12","曼谷","100.558548","1"
"按摩","3.5","13.740093585064352","LUXSA Spa","Telephone","1","null","null","尚无营业时间","1081","HansarBangkok,ปทุมวัน,กรุงเทพมหานคร10330,ประเทศไทย","曼谷","100.541271449622","1"
"按摩","3.0","13.723488016728536","Suwannapoom Thai Massage And Spa","Telephone","1","null","null","尚无营业时间","1082","พระนคร,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.77289028214742","1"
"按摩","3.5","13.758784","LeSpa by Pullman","Telephone","1","null","null","10:00-22:00周一至周日","1083","4thfloor,PullmanBangkokKingpower","曼谷","100.537882","1"
"按摩","3.5","13.726044","H.E. Massage & Spa","+66-2-6363710","1","null","null","尚无营业时间","1084","27/1ซอยศาลาแดง1สีลมบางรัก","曼谷","100.539643","1"
"按摩","4.0","13.726377","Semra Day Spa","Telephone","1","null","null","尚无营业时间","1085","SalaDeang,พระนคร,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.535907","1"
"按摩","3.5","13.757189888343696","Siam Elephant Massage & Spa","Telephone","1","null","null","尚无营业时间","1086","GroundFloor,FortuneTown(Ratchadapisek),พระนคร,กรุงเทพมหานคร10400,ประเทศไทย","曼谷","100.5650738705861","1"
"按摩","3.5","13.792412","Bali Spa","+66-2-2900125","1","null","null","尚无营业时间","1087","247ChaoPhyaParkHotel,4th.FloorThanthipBldg.,RachadapisekRoad,Dindaeng10400","曼谷","100.57403","1"
"按摩","3.5","0.0","Pian’s Susie","+66-2-629 0924","1","null","null","每天7:30-00:30开放","1088","SusiePub巷(考山路东端和RamBhuttri大街之间)","曼谷","0.0","1"
"按摩","3.5","13.665817387847795","Norawadee Massage","Telephone","1","null","null","尚无营业时间","1089","BangnaSoi4,บางนา,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.61573766562827","1"
"按摩","3.0","13.738614","Seasons Spa","+66-2-6909355","1","null","null","尚无营业时间","1090","TheConradHotel,Bangkok87WirelessRoad,10330","曼谷","100.548377","1"
"按摩","3.5","13.781957","Supawadee beauty and spa","+66 82 975 1939","1","null","null","尚无营业时间","1091","75Pracharatbumphen7,ห้วยขวาง,กรุงเทพมหานคร10310,ประเทศไทย","曼谷","100.577737","1"
"按摩","3.5","0.002728458322254793","Nemita Spa","Telephone","1","null","null","10:00-22:00周一至周日","1092","26CharoenkrungSoi70,Bangkhorlam,Bangkok","曼谷","0.015498497079753525","1"
"按摩","3.5","0.0","Ramayana Koh Chang Resort and Spa","+66-2-22616364","1","null","null","尚无营业时间","1093","Bangkokoffice:253Asoke,24thFloor,SUkhumvit21Road,Klongtoey-nue,Wattana,Bangkok10110ResortAddress:19/9Moo4,KohChang,Trat23170","曼谷","0.0","1"
"按摩","3.5","13.7278702","Center Point Boutique Spa","02 634 0341","1","null","null","Opendaily:10:00am-01:00mnwiththelastbookingat11:30pm.","1094","曼谷是隆路是隆路6巷128/4-5号","曼谷","100.600437","1"
"按摩","3.0","13.746515","卧佛寺按摩分所","+66-2-622 3533","1","null","null","尚无营业时间","1095","Maharat路，Penphat1巷，392段，28号","曼谷","100.493355","1"
"按摩","3.5","0.0","pruksa","Telephone","1","null","null","尚无营业时间","1096","渣汶街道","曼谷","0.0","1"
"按摩","3.5","13.756953","Ake Kha Nake Spa","02 653 8117","1","null","null","尚无营业时间","1097","曼谷拉差贴威县披耶泰路","曼谷","100.533856","1"
"按摩","3.5","13.761576124088275","55 fish spa","Telephone","1","null","null","尚无营业时间","1098","RambuttriRoad,พระนคร,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.49571131811123","1"
"按摩","3.5","13.792884","Farose Sauna","+66-2-26184515","1","null","null","15:00-06:00","1099","108/3Pradipat19,SaphanKwai","曼谷","100.546091","1"
"按摩","3.5","13.746173","Mamma Massage","Telephone","1","null","null","尚无营业时间","1100","บางกะปิ,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.587408","1"
"按摩","3.0","13.7599161","Rang nam spa","Telephone","1","null","null","尚无营业时间","1101","ทุ่งพญาไท,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.542292","1"
"按摩","3.5","0.002728458322254793","阿诺泰按摩店","Telephone","1","null","null","尚无营业时间","1102","KhwaengPhraBoromMahaRatchawangMahaRatRoad","曼谷","0.015498497079753525","1"
"按摩","3.5","0.0","Suvarnthara Thai Massage","Telephone","1","null","null","尚无营业时间","1103","曼谷(近胜利纪念碑，反贪局)","曼谷","0.0","1"
"按摩","3.5","13.728925","Apsara Spa & Massage","Telephone","1","null","null","尚无营业时间","1104","พระนคร,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.53528","1"
"按摩","3.5","13.69866611817199","Orchid house spa","Telephone","1","null","null","09:00-21:00周一至周日","1105","KhwaengChongNonsiSoiNakhonThai20","曼谷","100.5387752980239","1"
"按摩","3.5","13.78299331665039","Baan Sabai Spa","Telephone","1","null","null","尚无营业时间","1106","98/6-8SoiSaiLom(PhahonyothinRd.),พระนคร,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.54695892333984","1"
"按摩","3.5","13.80186610799439","Baifern Thai Classical Massage @ JJ Malll","Telephone","1","null","null","尚无营业时间","1107","พระนคร,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.54914951324464","1"
"按摩","3.5","13.767774","Beauty Spa Thailand sc park hotel","+66 2 530 0560","1","null","null","尚无营业时间","1108","474ramkamhaeng39(wangthonglang),พระนคร,กรุงเทพมหานคร10310,ประเทศไทย","曼谷","100.603675","1"
"按摩","3.5","13.733214276970148","Diora Bangkok Spa","Telephone","1","null","null","尚无营业时间","1109","1OneFenixSquareBuilding,พระนคร,กรุงเทพมหานคร10110,ประเทศไทย","曼谷","100.56539809195893","1"
"按摩","3.0","13.745333","Lek@BTS","+66 2 658 0871","1","null","null","尚无营业时间","1110","3Fl402RamaIRd(SiamSquare),พระนคร,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.535277","1"
"按摩","3.5","13.829189","Fah Lanna Spa","053 416 191","1","null","null","尚无营业时间","1111","清迈威昂Kaew路57/1号","曼谷","100.600348","1"
"按摩","3.5","13.744488598763771","Issey massage and spa","Telephone","1","null","null","尚无营业时间","1112","Siamsquaresoi6,ปทุมวัน,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.5349427574204","1"
"按摩","3.5","0.0","叶子按摩","Telephone","1","null","null","尚无营业时间","1113","พัฒนาการ","曼谷","0.0","1"
"按摩","3.0","13.752222","Divana Divine Spa","+66-2-27128986","1","null","null","Weekday11:00am-11:00pm,Weekend10:00am–11:00pm(LastBooking09:00pm)","1114","103Thonglor17Sukhumvit55NorthKlongtonWattana","曼谷","100.493888","1"
"按摩","3.5","13.727126","Ruen Nuad Massage Studio","+66-2-026322662","1","null","null","每天10:00--21:00","1115","42ConventRoad,Silom","曼谷","100.533546","1"
"按摩","3.0","13.7278956","Tonphai Massage","Telephone","1","null","null","尚无营业时间","1116","近曼谷半岛酒店","曼谷","100.5241235","1"
"按摩","3.0","13.792681","39 Underground","+66-2-22791511","1","null","null","WeekdayOpening:12:00-24:00WeekendOpening:12:00-24:00","1117","1511/39PhaholyothinRoad,SoiPhaholyothinTheater","曼谷","100.548119","1"
"按摩","3.5","0.0","Anantara Hua Hin ResOrt & Spa","+66-2-32520250","1","null","null","尚无营业时间","1118","43,1号PhetkasemBeachRoad,HuaHin77110号","曼谷","0.0","1"
"按摩","3.0","0.0","Petchburi ReflexZone Spa, Massage & Beauty Salon","+66-2-23187193","1","null","null","9-24","1119","曼谷新碧武里路1882-1888号","曼谷","0.0","1"
"按摩","3.0","13.72917171321747","Center Point Massage & Spa","Telephone","1","null","null","10:00-22:00周一至周日","1120","KhwaengKhlongTanSoiSukhumvit24","曼谷","100.5691158329057","1"
"按摩","3.0","13.725356","Lullaby spa","+66-2-6777261","1","null","null","尚无营业时间","1121","1SouthSathornRoad,LifeCenteratLumpini,TungmahamekSouthSathorn,Sathon","曼谷","100.544364","1"
"按摩","3.0","13.722898","健康乐园","+66-2-6780763","1","null","null","HealthLand","1122","ThSathornNuaSoi12","曼谷","100.52697","1"
"按摩","3.0","13.726262","Spa Royal Botanic","+66-2-814472007","1","null","null","尚无营业时间","1123","SoiWatMuangKhae,BangRak,BangRak","曼谷","100.515389","1"
"按摩","3.0","13.75854","蓝天泰式按摩","Telephone","1","null","null","尚无营业时间","1124","曼谷挽甲必华目区兰甘亨42巷","曼谷","100.63993","1"
"按摩","3.0","13.740824175408315","ispa","Telephone","1","null","null","尚无营业时间","1125","9thTheLandmarkBangkok,พระนคร,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.55521039331998","1"
"按摩","0.0","13.723742","悦榕庄Spa","Telephone","1","null","null","BanyanTreeSpaBangkok","1126","211UpperBukitTimahRoad","曼谷","100.53976","1"
"按摩","2.0","0.0","舒体泰式按摩","Telephone","1","null","null","尚无营业时间","1127","KhwaengMakkasanRatchapraropRoad","曼谷","0.0","1"
"按摩","3.0","13.7422537","曼谷拉林金达Spa","Telephone","1","null","null","RarinJindaWellnessSpaResort","1128","53/2SoiMahatlekLuang1,GrandeCentrePointHotelandResidence,8thFloor,RatchadamriRoad","曼谷","100.5414967","1"
"按摩","0.0","13.723032","The Peninsula Spa at The Peninsula","+66-2-8612888","1","null","null","尚无营业时间","1129","333CharoennakornRoad,Klongsan","曼谷","100.511115","1"
"按摩","0.0","13.729136","The Royal Orchid Mandara Spa","+66-2-2660123","1","null","null","尚无营业时间","1130","TheRoyalOrchidSheratonHotel,2CaptainBushLane,NewRoad,10500","曼谷","100.513626","1"
"按摩","0.0","13.740078","DR China Town Massage&Spa;","Telephone","1","null","null","尚无营业时间","1131","ChinaTown,พระนคร,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.510319","1"
"按摩","0.0","13.74661486343645","Napaspa Siam Discovery","Telephone","1","null","null","尚无营业时间","1132","5FloorAtSiamSiscovery,พระนคร,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.5313061542544","1"
"按摩","0.0","13.736068622381513","Let’s Relax","Telephone","1","null","null","10:00-00:00周一至周日","1133","WatthanaSukhumvit19Alley","曼谷","100.56113779212639","1"
"按摩","0.0","0.0","r3 sauna","Telephone","1","null","null","尚无营业时间","1134","KhwaengHuaiKhwangพระราม9","曼谷","0.0","1"
"按摩","0.0","13.6866139","Mania Sauna","Telephone","1","null","null","玛利亚桑拿","1135","35,2号SoiPipatIICoventRoadSilomBangrak,Bangkok","曼谷","100.4502264","1"
"按摩","0.0","13.822763","Relax","Telephone","1","null","null","尚无营业时间","1136","Supalaipark3,จตุจักร,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.563464","1"
"按摩","0.0","13.7476526666433","Relax Platinum Massage","Telephone","1","null","null","尚无营业时间","1137","PlatinumFashionMallB1,พระนคร,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.53916993551","1"
"按摩","0.0","13.728884","Angel Massage","+66 2 665 6265","1","null","null","尚无营业时间","1138","6/7-8Sukhumvit26(attheendofSoi24/1),คลองเตย,กรุงเทพมหานคร10110,ประเทศไทย","曼谷","100.570454","1"
"按摩","0.0","13.729778216776689","Body Care Massage","Telephone","1","null","null","尚无营业时间","1139","SuriwongRoad(SuriwongPlaza),พระนคร,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.53244326392864","1"
"按摩","0.0","13.705305887555204","Spaland","Telephone","1","null","null","尚无营业时间","1140","พระนคร,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.50595831270071","1"
"按摩","0.0","13.719705","Thong Massage Shop Avion Village","Telephone","1","null","null","尚无营业时间","1141","RachaThewa,สมุทรปราการ,ประเทศไทย","曼谷","100.773829","1"
"按摩","0.0","13.77566427910564","Body Shape","Telephone","1","null","null","尚无营业时间","1142","SiamParagon(Patumwan),Pathumwan,กรุงเทพมหานคร,ประเทศไทย","曼谷","100.57331164544536","1"
